COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT
1406100006816,12/02/2016,true,false,SONDRIO,,41,305,9,false,false,E.1(1),false,true,false,22,false,false,true,false,false,false,,Lombardia,SONDRIO,PIAZZALE MERIZZI 15,TERZO,,46.167350181267885,9.867827950127197,"(46.167350181267885, 9.867827950127197)",E,1977-1992,65.2,0,255.24,0,true,false,false,true,false,false,red,yellow,false,F,187.34,"B (57,42)",,0.06,35.65,7.75,1168.84,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,10,8,123.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,109.49,0.43,83.03,0.02,0.6,Generatore a combustione,,Gas naturale,160,,,,0.79,0.06,105.55,,,,,,,0,0,0,Generatore a combustione,Gas naturale,160,0.24,0,81.79,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100034116,01/10/2016,true,false,SONDRIO,,43,344,7,false,false,E.1(1),false,true,false,10,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Fiume 45,2,,46.1694925974642,9.877655520114295,"(46.1694925974642, 9.877655520114295)",E,1961-1976,72.38,0,276.1,0,true,false,false,true,false,false,red,green,false,F,217.12,"B (82,9)",,0.49,41.38,74.97,1491.71,0,0,0,0,0,0,0,0,0,0,0,0,B,96.66,1,Fabbricato - involucro opaco,No,18.5,7,133.36,2,Fabbricato - involucro trasparente,No,42.1,8,191.71,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,25,5,96.66,0,,95.44,0.35,137.45,0.02,0.07,Generatore a combustione,AK2YF23658195703,Gas naturale,11,,,,0.72,0.49,189.98,,,,,,,0,0,0,Scalda-acqua,Gas naturale,19.5,0.71,0,27.14,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Giorgio Micheletti,Laurea magistrale in ingegneria,Ordine degli ingegneri
1406100022517,19/06/2017,true,false,SONDRIO,,41,462,5,false,false,E.1(1),false,true,false,8,false,false,true,false,false,false,,Lombardia,SONDRIO,via Lungo Mallero Cadorna 63,1,,46.16873590459712,9.865421387959397,"(46.16873590459712, 9.865421387959397)",E,2004,49.39,0,171.72,0,true,false,false,true,false,false,red,green,false,F,219.51,"B (64,56)",,1.03,41.91,108.58,1018.48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,71.6,0.42,74.89,0.03,0,Generatore a combustione,,Gas naturale,24.1,,,,1.4,0.45,53.58,,,,,,,0,0,0,Generatore a combustione,Gas naturale,24.7,0.13,0.59,165.93,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Gabriele Gusmeroli,Diploma di geometra,Collegio dei geometri
1406100013016,31/03/2016,true,false,SONDRIO,,33,192,18,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA TRIESTE 19,2°-3°,,46.16958338016373,9.873711763548194,"(46.16958338016373, 9.873711763548194)",E,1993-2006,162.71,0,609.9,0,true,false,false,true,false,false,red,yellow,false,F,184.86,"B (67,81)",,0.06,35.18,21.73,2877.83,0,0,0,0,0,0,0,0,0,0,0,0,A2,56.25,1,Fabbricato - involucro opaco,No,8,5,73.78,2,Fabbricato - involucro trasparente,No,12,8,168.66,3,Impianto climatizzazione - inverno,No,16,8,176.28,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,10,3,56.25,0,,292.4,0.48,123.38,0.03,0.32,Generatore a combustione,,Gas naturale,27.3,,,,0.74,0.06,166.47,,,,,,,0,0,0,Generatore a combustione,Gas naturale,27.3,0.86,0,18.39,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,ELENA AZZALINI,Laurea magistrale in architettura,Ordine degli architetti
1406100023016,13/06/2016,false,true,SONDRIO,,33,178,2,false,false,E.5,false,true,false,22,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Cesare Battisti 4,T,,46.17080075384818,9.873297195468915,"(46.17080075384818, 9.873297195468915)",E,1961-1976,78.4,0,373.14,0,true,false,false,false,true,false,red,yellow,false,F,828.05,"B (300,75)",,43.83,163.36,7310.93,4854.11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,Fabbricato - involucro trasparente,No,5,9,823.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,374.65,1,473.58,0,0.65,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0,646.2,,,,,,,0,0,0,Impianto simulato in quanto assente,Gas naturale,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,,43.83,181.84,,,,,,,,,,,,,true,true,false,false,true,false,Roberto Bozza,Diploma di geometra,Collegio dei geometri
1516600073115,16/11/2015,true,false,PADERNO DUGNANO,,50,426,20,false,false,E.1(1),false,true,false,91,false,true,false,false,false,false,,Lombardia,PADERNO DUGNANO,Via Sondrio 20,T,,45.569847534671226,9.19346332018552,"(45.569847534671226, 9.19346332018552)",E,1993-2006,64.88,64.88,240.06,240.06,true,true,false,true,false,false,red,green,false,F,264.86,"B (95,38)",,21.91,33.1,0,1081.26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,117.39,0.49,85.87,0,0,Generatore a combustione,,Gas naturale,28.8,,,,0.58,0,148.12,Pompa di calore,Energia elettrica,4.5,,,,0.16,21.91,90.92,Generatore a combustione,Gas naturale,28.8,0.7,0,25.82,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,ALESSANDRO PAN,Diploma di geometra,Collegio dei geometri
1511300003917,04/04/2017,true,false,INVERUNO,,2,410,8,false,false,E.1(1),false,true,false,16,false,true,false,false,false,false,,Lombardia,INVERUNO,via Sondrio 4,1,,45.51958300147745,8.85230700821663,"(45.51958300147745, 8.85230700821663)",E,1993-2006,97.9,97.9,356.5,356.5,true,true,false,true,false,false,red,green,false,E,204.87,"B (83,5)",,5.17,39.67,1077.17,1720.42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,Fabbricato - involucro trasparente,No,81.3,8,180.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,127.96,0.36,101.1,0.02,0,Generatore a combustione,,Gas naturale,26.8,,,,0.63,0.16,161.3,Pompa di calore,Energia elettrica,2.5,,,,0.61,5.01,20.77,Generatore a combustione,Gas naturale,26.8,0.7,0,22.79,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Marco Demetrio Corina,Diploma di geometra,Collegio dei geometri
1406100005617,28/02/2017,true,false,SONDRIO,,51,425,45,false,false,E.1(1),false,true,false,16,false,true,false,false,false,false,,Lombardia,SONDRIO,Via Aldo Moro 38,sottotetto,,46.16675405172164,9.865852747094937,"(46.16675405172164, 9.865852747094937)",E,1977,35.22,0,142.41,0,true,false,false,true,false,false,red,yellow,false,F,252.88,"A1 (70,42)",,0,48.12,0,853.34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,134.9,0.95,162.71,0.03,0.2,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0,222.02,,,,,,,0,0,0,Impianto simulato in quanto assente,Gas naturale,,0.57,0,30.85,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti agrari
1406100013517,10/04/2017,true,false,SONDRIO,,49,69,19,false,false,E.1(1),false,true,false,31,false,false,false,false,false,true,Ristrutturazione impianto,Lombardia,SONDRIO,VIA MAFFEI 90,Quinto,,46.16390851837835,9.860687835127553,"(46.16390851837835, 9.860687835127553)",E,1961-1976,101.38,0,370.48,0,true,false,false,true,false,false,red,yellow,false,D,103.53,"B (55,24)",,0.15,19.72,32.61,999.57,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,No,15,6,75.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,136.2,0.37,73.29,0.06,0.13,Generatore a combustione,,Gas naturale,349,,,,0.86,0.13,85.19,,,,,,,0,0,0,Generatore a combustione,Gas naturale,349,0.95,0.02,18.34,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,STEFANO VEGA,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100038216,27/10/2016,true,false,SONDRIO,,52,799,3,false,false,E.1(1),false,true,false,12,false,false,true,false,false,false,,Lombardia,SONDRIO,VIA GIULIANI 11,,,46.16138005281062,9.86302346227088,"(46.16138005281062, 9.86302346227088)",E,1993-2006,51.11,0,197.61,0,true,false,false,true,false,false,red,green,false,F,134.01,"B (49,56)",,1.16,25.65,126.27,632.64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,36.24,0.18,57.7,0.01,0.11,Generatore a combustione,,Gas naturale,28,,,,0.54,1.14,107.68,,,,,,,0,0,0,Generatore a combustione,Gas naturale,28,0.82,0.02,26.32,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Alessandra Sceresini,Diploma di geometra,Collegio dei geometri
1406100018717,15/05/2017,true,false,SONDRIO,,51,651,51,false,false,E.1(1),false,true,false,46,true,false,false,false,false,false,,Lombardia,SONDRIO,Via Scamozzi 3,,,46.166575157809916,9.862110008847003,"(46.166575157809916, 9.862110008847003)",E,Dopo il 2006,52.58,0,210.84,0,true,false,false,true,false,false,yellow,yellow,false,A2,47.64,"A3 (32,69)",,1.14,9.07,2.38,239.57,0,0,0,0,0,0,59,0,0,0,0,0,,,,,,,,,,,,,,,3,Impianto climatizzazione - inverno,No,10,1,2.56,,,,,,,,,,,,,,,,,,,,,,,,,106.53,elettricità,76.18,0.36,26.58,0.07,0.01,Generatore a combustione,,Gas naturale,120,,,,1.11,0.06,24.01,,,,,,,0,0,0,Generatore a combustione,Gas naturale,120,0.91,1.08,23.63,,,,,,,Fotovoltaico,Energia elettrica,0.19,,,,Solare termico,Solare termico,27.6,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Chiara Trezzi,Laurea magistrale in ingegneria,Ordine degli ingegneri
1510600006716,27/04/2016,true,false,GESSATE,,3,964,702,false,false,E.1(1),false,true,false,2,false,true,false,false,false,false,,Lombardia,GESSATE,Via Sondrio 45,T,,45.559377736508026,9.428696654687355,"(45.559377736508026, 9.428696654687355)",E,2007,44.32,0,203.5,0,true,false,false,true,false,false,red,green,false,C,70.37,"A3 (27,86)",,5.74,13.4,7.01,297.52,0,0,0,0,0,0,0,251,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Fonti rinnovabili,No,5,6,70.37,,,,,,,0,,135.19,0.66,34.66,0.03,0,Generatore a combustione,,Gas naturale,34.8,,,,0.72,0,48.3,,,,,,,0,0,0,Generatore a combustione,Gas naturale,34.8,0.84,5.74,22.08,,,,,,,Solare termico,Solare termico,6.6,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Laura Bussoli,Laurea magistrale in architettura,Ordine degli architetti
1406100018016,16/05/2016,true,false,SONDRIO,,42,221,3,false,false,E.1(1),false,true,false,4,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Trieste 118,primo,,46.1700053840705,9.876593392816853,"(46.1700053840705, 9.876593392816853)",E,1930-1945,52.08,0,213.69,0,true,false,false,true,false,false,red,green,false,E,233.12,"B (94,16)",,0,44.36,0,1163.25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,147.49,0.69,166.87,0.02,0.07,Generatore a combustione,,Gas naturale,26,,,,0.81,0,207.16,,,,,,,0,0,0,Generatore a combustione,Gas naturale,26,0.83,0,25.96,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,FEDERICO NEGRINI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100010417,28/03/2017,true,false,SONDRIO,,33,473,20,false,false,E.1(1),false,true,false,1,false,true,false,false,false,false,,Lombardia,SONDRIO,VIA A. DE SIMONI 11,2,,46.171690126897964,9.868373203794201,"(46.171690126897964, 9.868373203794201)",E,Prima del 1930,86.05,0,361.55,0,true,false,false,true,false,false,red,red,false,G,504.06,"B (88,41)",,0.91,96.04,166.32,4124.78,0,0,0,0,0,0,0,0,0,0,0,0,D,138.73,1,Fabbricato - involucro opaco,Si,15,7,157.16,2,Fabbricato - involucro trasparente,Si,15,10,485.01,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,Si,15,7,138.73,0,,264.13,0.73,362.09,0.05,0.21,Generatore a combustione,9MG5R72306718303,Gas naturale,26.1,,,,0.75,0.91,481.91,,,,,,,0,0,0,Generatore a combustione,Gas naturale,26.1,0.82,0,22.16,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,0,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,GIANNI SCARAFONI,Diploma di geometra,Collegio dei geometri
1406100043415,09/11/2015,true,false,SONDRIO,,41,263,58,false,false,E.1(1),false,true,false,10,false,false,true,false,false,false,,Lombardia,SONDRIO,VIA CAIMI 38/A,4,,46.16915063095813,9.86929987129986,"(46.16915063095813, 9.86929987129986)",E,2007,151,0,586.95,0,true,false,false,true,false,true,red,green,false,D,138.58,"B (83,33)",,0.15,26.39,48.09,1996.01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,350.21,0.6,89.21,0.02,0.01,Generatore a combustione,,Gas naturale,31.7,,,,0.74,0.15,120.33,,,,,,,0,0,0,Generatore a combustione,Gas naturale,31.7,0.87,0,18.26,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,EMANUELE GATTI,Diploma di perito industriale o di istruzione tecnica,Collegio dei periti industriali
1406100020517,31/05/2017,false,true,SONDRIO,,51,165,32,false,false,E.5,false,true,false,8,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Maffei 9,T,,46.16588529376203,9.864267877330473,"(46.16588529376203, 9.864267877330473)",E,1961-1976,100,100,503.5,503.5,true,true,false,true,true,false,red,yellow,false,E,599.89,"B (275,31)",,29.27,118.02,6227.66,4584.22,0,0,0,0,0,0,0,0,0,0,0,0,B,288.29,1,Fabbricato - involucro opaco,No,18.1,6,401.16,2,Fabbricato - involucro trasparente,No,22.5,7,490.34,3,Impianto climatizzazione - inverno,No,25,8,555.37,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,23.1,5,288.29,0,,284.49,0.57,350.15,0.04,0.09,Generatore a combustione,JI3PC67739280603,Gas naturale,75,,,,0.74,0.11,474.77,Pompa di calore,Energia elettrica,7.03,,,,0,0,0,Generatore a combustione,Gas naturale,75,0,1.15,8.94,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1.23,,28.01,116.19,,,,0,0,0,,,,0,0,0,true,true,false,false,true,false,Giorgio Micheletti,Laurea magistrale in ingegneria,Ordine degli ingegneri
1406100046416,28/12/2016,false,true,SONDRIO,,32,394,0,true,true,E.2,true,false,false,1,false,false,false,false,false,true,Sostituzione generatore,Lombardia,SONDRIO,Via Dante Alighieri 17,,,46.1713823339171,9.870135239786434,"(46.1713823339171, 9.870135239786434)",E,1600,1900.33,0,9372.95,0,true,false,false,true,true,true,red,green,false,F,564.69,"B (208,73)",,40.73,112.84,164694.06,72045.41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2,Fabbricato - involucro trasparente,No,20,9,533.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4399.22,0.47,274.53,0.02,0.14,Generatore a combustione,NA6D034422539403,Gas naturale,296.4,,,,0.68,2.13,404.51,,,,,,,0,0,0,Scalda-acqua,Energia elettrica,2.4,0.36,8.24,34.17,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,47.2,,29.81,123.7,N,,11,0.51,0.56,2.32,Ascensori,,11,0.51,0.56,2.32,true,true,false,false,true,false,Francesco Pradella,Laurea magistrale in ingegneria,Ordine degli ingegneri
1406100021816,07/06/2016,true,false,SONDRIO,,52,1122,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21",false,false,E.1(1),true,false,false,19,true,false,false,false,false,false,,Lombardia,SONDRIO,Via Giuliani 18,,,46.162169115509926,9.865674863384958,"(46.162169115509926, 9.865674863384958)",E,2015,997.35,0,4034.68,0,true,false,false,true,false,true,green,green,false,A1,43.11,"A3 (27,65)",,19.35,9.09,14269.05,1453.96,0,0,0,0,0,0,1250,11339,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.44,elettricità,2027.18,0.5,12.03,0.02,0.03,Pompa di calore,,Energia elettrica,66.8,,,,0.44,7.2,27.29,,,,,,,0,0,0,Generatore a combustione,Gas naturale,34,1.24,12.14,15.82,,,,,,,Fotovoltaico,Energia elettrica,6.5,,,,Pompa di calore,Energia elettrica,66.8,,,,,,,,,0,0,,,0,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,Marco Fasani,Diploma di laurea in ingegneria,Ordine degli ingegneri
1406100016517,27/04/2017,false,true,SONDRIO,,36,464,2,true,true,E.2,false,true,false,1,false,false,false,false,true,false,,Lombardia,SONDRIO,via carlo donegani 3,,,46.171620686929465,9.884019415196242,"(46.171620686929465, 9.884019415196242)",E,1961-1976,1223.65,0,5044.54,0,true,false,false,true,true,true,red,yellow,false,C,240.55,"A2 (153,82)",,29.7,49.49,73108.33,14543.17,0,0,0,0,0,0,0,1977,0,0,0,0,,,,,,,,,,,,,,,3,Impianto climatizzazione - inverno,No,8,3,144.48,,,,,,,,,,,,,6,Fonti rinnovabili,No,8,5,218.18,,,,,,,0,,1582.88,0.31,102.46,0.05,0.02,Generatore a combustione,HGOLJ44070906403,Gas naturale,114.9,,,,0.85,0.57,120.65,,,,,,,0,0,0,Generatore a combustione,Gas naturale,114.9,0.37,1.81,6.55,,,,,,,Solare termico,Solare termico,4,,,,,,,,,,,,,,,0,0,,,24.47,,24.56,101.88,N,,12,0.51,2.76,11.46,,,,0.51,2.76,11.46,true,true,false,false,true,false,emanuele magatelli,Diploma di geometra,Collegio dei geometri
1406100045915,20/11/2015,true,false,SONDRIO,,32,726,23,false,false,E.1(1),false,true,false,52,false,false,true,false,false,false,,Lombardia,SONDRIO,GALLERIA CAMPELLO 12,7,,46.17178800449079,9.87156004928413,"(46.17178800449079, 9.87156004928413)",E,1946-1960,75.4,0,210.33,0,true,false,false,true,false,false,red,green,false,D,102.87,"B (68,21)",,0.48,19.64,76.52,728.9,0,0,0,0,0,0,0,0,0,0,0,0,,,1,Fabbricato - involucro opaco,Si,10,5,75.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,71.73,0.34,51.54,0,0,Generatore a combustione,,Gas naturale,1422,,,,0.65,0.48,79.8,,,,,,,0,0,0,Generatore a combustione,Gas naturale,1422,0.82,0,23.07,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,true,true,false,false,true,false,CARLO BORDONI,Diploma di geometra,Collegio dei geometri
1406100027816,19/07/2016,false,true,SONDRIO,,33,476,22,false,false,E.5,false,true,false,1,false,false,true,false,false,false,,Lombardia,SONDRIO,Via Colombaro 1,S,,,,,E,1985,23.64,0,101.73,0,true,false,false,false,true,false,red,green,false,D,683.12,"B (344,2)",,49.84,136.58,2506.79,1078.93,0,0,0,0,0,0,0,0,0,0,0,0,A4,0,1,Fabbricato - involucro opaco,No,12.6,7,543.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Cumulativo,No,0,1,0,0,,106.6,1.05,367.28,0,0,Generatore a combustione,,Gas naturale,530.4,,,,0.77,0,476.34,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0.47,,49.84,206.78,,,,,,,,,,,,,true,true,false,false,true,false,Dario Benetti,Diploma di laurea in architettura,Ordine degli architetti
